Strategy,CAGR,Volatility,Sharpe,Sortino,MDD,WinRate,Turnover
Meta,23.863876657382736,0.630371907015221,5.426172592266609,78.71163608198245,-0.36531843309726936,0.6229508196721312,429.15571387670985
Pooled,2.3187322780204265,0.6444366633808261,2.2072360619037856,4.679677481879784,-0.6167045919564333,0.562421185372005,330.0712675950094
EW,0.17844404697445904,0.15802365676589827,1.1180046809589261,1.6987479389674711,-0.17577979949286374,0.532156368221942,0.0
